Ymax,Xmin,Xmax
0.32568807339449546,0.2609457092819615,0.2306306306306306
0.5045871559633028,0.23992994746059543,0.1963963963963964
0.536697247706422,0.1996497373029772,0.14774774774774774
0.34403669724770647,0.3607705779334501,0.31351351351351353
0.3577981651376147,0.3257443082311734,0.2954954954954955
0.6238532110091743,0.2486865148861646,0.1963963963963964
0.3348623853211009,0.2504378283712784,0.2108108108108108
0.0,0.22942206654991243,0.19099099099099098
0.42660550458715596,0.22066549912434325,0.17297297297297298
0.2018348623853211,0.2749562171628721,0.23963963963963963
0.6284403669724771,0.2434325744308231,0.19099099099099098
1.0,0.0,0.0
0.2798165137614679,0.33099824868651484,0.3117117117117117
0.8761467889908257,0.2574430823117338,0.25765765765765763
0.49082568807339455,0.22591943957968474,0.17477477477477477
0.44495412844036697,0.22416812609457093,0.18018018018018017
0.6192660550458716,0.2434325744308231,0.19099099099099098
0.6559633027522936,0.21891418563922943,0.18018018018018017
0.42201834862385323,0.21015761821366025,0.16216216216216217
0.23853211009174313,0.2539404553415061,0.2126126126126126
0.6146788990825689,0.2521891418563923,0.19999999999999998
0.26605504587155965,0.2521891418563923,0.2072072072072072
0.32568807339449546,0.3169877408056042,0.2810810810810811
0.6192660550458716,0.2486865148861646,0.1963963963963964
0.9311926605504588,0.015761821366024498,0.227027027027027
0.11926605504587157,0.2574430823117338,0.2126126126126126
0.518348623853211,0.22591943957968474,0.17657657657657655
0.6192660550458716,0.24518388791593693,0.19279279279279277
0.5045871559633028,0.23292469352014006,0.18558558558558558
0.22018348623853212,0.30998248686514884,0.2882882882882883
0.41284403669724773,0.3485113835376532,0.2990990990990991
0.6100917431192661,0.1838879159369527,0.12972972972972974
0.30275229357798167,0.3257443082311734,0.27567567567567564
0.44036697247706424,0.3029772329246935,0.26666666666666666
0.3577981651376147,0.23642732049036774,0.24324324324324323
0.44954128440366975,0.21716287215411556,0.16576576576576574
0.6284403669724771,0.24518388791593693,0.19279279279279277
0.3532110091743119,0.3607705779334501,0.3189189189189189
0.463302752293578,0.23292469352014006,0.19099099099099098
0.5963302752293578,0.18213660245183888,0.1279279279279279
0.2981651376146789,0.2574430823117338,0.22342342342342342
0.8944954128440368,0.008756567425569128,0.03423423423423422
0.13761467889908258,0.2434325744308231,0.1945945945945946
0.8623853211009175,0.21541155866900175,0.24144144144144142
0.47706422018348627,0.22241681260945706,0.17297297297297298
0.4036697247706422,0.21541155866900175,0.16396396396396395
0.8302752293577982,0.16112084063047283,0.1783783783783784
0.1926605504587156,0.2626970227670753,0.2144144144144144
0.12844036697247707,0.2626970227670753,0.22342342342342342
0.42660550458715596,0.21716287215411556,0.16396396396396395
0.8990825688073395,0.10858143607705778,0.08108108108108109
0.5458715596330276,0.23642732049036774,0.19099099099099098
0.4036697247706422,0.5481611208406305,0.5063063063063062
0.21559633027522937,0.5831873905429071,0.5405405405405406
0.9587155963302754,0.5253940455341506,0.4828828828828829
0.7706422018348624,0.6094570928196147,0.5675675675675675
0.4357798165137615,0.542907180385289,0.5099099099099099
0.7706422018348624,0.6112084063047285,0.5693693693693693
0.7752293577981653,0.4956217162872154,0.45045045045045046
0.7752293577981653,0.5166374781085814,0.47567567567567565
0.32568807339449546,0.5709281961471103,0.5567567567567567
0.22935779816513763,0.5779334500875657,0.5513513513513514
0.5275229357798166,0.5674255691768826,0.5315315315315315
0.4954128440366973,0.5621716287215411,0.5261261261261261
0.5412844036697249,0.5551663747810858,0.5171171171171172
0.4954128440366973,0.5586690017513135,0.518918918918919
0.8899082568807339,0.5499124343257443,0.5063063063063062
0.8211009174311927,0.5656742556917688,0.5225225225225225
0.29357798165137616,0.5359019264448336,0.4954954954954955
0.5045871559633028,0.5288966725043782,0.48648648648648646
0.49082568807339455,0.5656742556917688,0.5261261261261261
0.5412844036697249,0.5411558669001751,0.5027027027027027
0.8256880733944955,0.5621716287215411,0.518918918918919
0.42201834862385323,0.5954465849387041,0.5531531531531532
0.8302752293577982,0.5621716287215411,0.518918918918919
0.5504587155963303,0.6427320490367776,0.6018018018018018
0.9541284403669725,0.521891418563923,0.47927927927927927
0.7752293577981653,0.51138353765324,0.4666666666666667
0.28899082568807344,0.5394045534150613,0.5099099099099099
0.8211009174311927,0.563922942206655,0.5207207207207207
0.7293577981651376,0.4921190893169877,0.45585585585585586
0.9587155963302754,0.5359019264448336,0.49189189189189186
0.5688073394495413,0.542907180385289,0.5117117117117117
0.3807339449541285,0.5376532399299474,0.5009009009009009
0.8302752293577982,0.5779334500875657,0.5369369369369369
0.2522935779816514,0.5884413309982487,0.5477477477477477
0.5321100917431193,0.5481611208406305,0.5099099099099099
0.9495412844036697,0.532399299474606,0.49189189189189186
0.7568807339449541,0.509632224168126,0.47027027027027024
0.761467889908257,0.4956217162872154,0.45585585585585586
0.5,0.5516637478108581,0.5153153153153153
0.761467889908257,0.5183887915936952,0.4774774774774775
0.37155963302752293,0.542907180385289,0.5081081081081081
0.5137614678899083,0.5604203152364273,0.5261261261261261
0.518348623853211,0.5481611208406305,0.5081081081081081
0.9174311926605505,0.509632224168126,0.46486486486486484
0.7155963302752294,0.5008756567425569,0.46486486486486484
0.5045871559633028,0.5464098073555166,0.5081081081081081
0.4174311926605505,0.6007005253940455,0.5585585585585585
0.6834862385321101,0.46409807355516636,0.436036036036036
0.9128440366972477,0.51138353765324,0.46846846846846846
0.7110091743119267,0.5043782837127846,0.48108108108108105
0.8807339449541285,0.5271453590192644,0.4828828828828829
0.42201834862385323,0.542907180385289,0.5063063063063062
0.8853211009174313,0.5394045534150613,0.5009009009009009
0.3165137614678899,0.5499124343257443,0.5153153153153153
0.9541284403669725,0.532399299474606,0.4900900900900901
0.5504587155963303,0.563922942206655,0.5297297297297298
0.28440366972477066,0.5516637478108581,0.5297297297297298
0.8165137614678899,0.563922942206655,0.5207207207207207
0.3761467889908257,0.5499124343257443,0.5225225225225225
0.5091743119266056,0.5008756567425569,0.45585585585585586
0.481651376146789,0.5271453590192644,0.48648648648648646
0.2981651376146789,0.5394045534150613,0.5063063063063062
0.5504587155963303,0.8581436077057794,0.8234234234234235
0.761467889908257,0.7267950963222416,0.6918918918918919
0.6972477064220184,0.8126094570928196,0.7765765765765766
0.7385321100917432,0.7250437828371279,0.6918918918918919
0.5596330275229358,0.8528896672504378,0.8216216216216217
0.7706422018348624,0.7320490367775832,0.6972972972972973
0.7660550458715596,0.7355516637478108,0.6990990990990991
0.7706422018348624,0.7180385288966725,0.6828828828828829
0.7660550458715596,0.7110332749562172,0.6792792792792792
0.7018348623853212,0.8056042031523643,0.7693693693693693
0.6192660550458716,0.8336252189141856,0.8
0.1834862385321101,0.9772329246935201,1.0
0.7385321100917432,0.8809106830122592,0.8666666666666667
0.761467889908257,0.7302977232924693,0.6954954954954955
0.7018348623853212,0.8073555166374782,0.7711711711711712
0.6972477064220184,0.8108581436077058,0.7747747747747747
0.6422018348623854,0.8178633975481611,0.7855855855855856
0.5688073394495413,0.8633975481611209,0.8324324324324324
0.7064220183486238,0.8091068301225919,0.772972972972973
0.6284403669724771,0.8266199649737302,0.7963963963963964
0.6972477064220184,0.8056042031523643,0.7693693693693693
0.8027522935779816,0.903677758318739,0.872072072072072
0.6467889908256881,0.8038528896672504,0.7711711711711712
0.7568807339449541,0.7057793345008756,0.6792792792792792
0.6651376146788991,0.8301225919439579,0.8036036036036036
0.05045871559633025,1.0,0.9819819819819819
0.6697247706422018,0.8021015761821366,0.7711711711711712
0.5688073394495413,0.8669001751313485,0.8342342342342342
0.7660550458715596,0.8791593695271454,0.8594594594594595
0.5963302752293578,0.8231173380035026,0.7927927927927928
0.7155963302752294,0.8739054290718038,0.8648648648648649
0.7935779816513762,0.8353765323992994,0.9009009009009009
0.7752293577981653,0.8598949211908932,0.8342342342342342
0.6972477064220184,0.8091068301225919,0.772972972972973
0.7018348623853212,0.9071803852889667,0.8864864864864865
